the_geom,cartodb_id,code_rpa,description_rep,latitude,longitude
0101000020E61000005325CADE526652C032FFE89B34C34640,249,RD-TT,Réel,45.525043,-73.598808
0101000020E6100000272F3201BF6452C0AF5C6F9BA9C24640,250,RD-TT,Réel,45.520801,-73.574158
0101000020E61000006D1CB1169F6252C081E9B46E83C64640,251,RD-TT,Archive,45.550886,-73.54096
0101000020E6100000D787F546AD6452C0F65CA626C1C94640,252,RD-TT,Réel,45.576207,-73.573076
0101000020E610000054AC1A84B96752C035D1E7A38CC64640,253,RD-TT,Réel,45.551167,-73.620698
0101000020E61000001EA7E8482E6452C0AA9D616A4BBD4640,254,RD-TT,Réel,45.478864,-73.565325
0101000020E6100000463F1A4E996052C05396218E75CB4640,255,RD-TT,Réel,45.589525,-73.509357
0101000020E61000007590D783496352C04C6F7F2E1AC64640,256,RD-TT,Réel,45.547674,-73.551362
0101000020E610000034828DEBDF6652C082C476F700C74640,257,RD-TT,Réel,45.554717,-73.607417
0101000020E6100000C0417BF5F16652C0459C4EB2D5C94640,258,RD-TT,Réel,45.576834,-73.608518
0101000020E610000054C6BFCFB86452C0BEF6CC9200C14640,259,RD-TT,Réel,45.50783,-73.57378
0101000020E61000003239B5334C6152C0309B00C3F2CD4640,260,RD-TT,Réel,45.608971,-73.520276
0101000020E61000004694F6065F6952C0629F008A91BF4640,261,RD-TT,En conception,45.496629,-73.646425
0101000020E6100000FE65F7E4616852C00938842A35C14640,262,RD-TT,Réel,45.509435,-73.630975
0101000020E61000000667F0F78B6952C0707D586FD4BE4640,263,RD-TT,Réel,45.490858,-73.649168
0101000020E6100000AF09698D416252C066101FD8F1C54640,264,RD-TT,Réel,45.546443,-73.535251
0101000020E6100000A9C29FE1CD6C52C030F488D173C34640,265,RD-TT,Réel,45.526972,-73.700066
0101000020E61000008B355CE49E6D52C0B130444E5FC34640,266,RD-TT,Enlevé,45.526346,-73.712823
0101000020E6100000809A5AB6D66752C0AEBA0ED594C64640,267,RD-TT,Réel,45.551417,-73.62248
0101000020E6100000757808E3A76852C0770FD07D39C54640,268,RD-TT,Enlevé,45.540817,-73.635247
0101000020E61000006C3D4338665F52C0FDC1C073EFD14640,269,RD-TT,Archive,45.64012,-73.490614
0101000020E6100000CCED5EEE936552C0344C6DA983D04640,270,RD-TT,Réel,45.629018,-73.587154
0101000020E61000001C0B0A83326652C0BD38F1D58EC44640,271,RD-TT,Réel,45.535609,-73.596833
0101000020E61000006C787AA52C6652C0D80E46EC13C64640,272,RD-TT,Réel,45.547483,-73.596475
0101000020E610000050508A56EE6252C07E9065C1C4C54640,273,RD-TT,En conception,45.545067,-73.545797
0101000020E61000005BD1E638B76652C0B51B7DCC07C64640,274,RD-TT,Réel,45.547113,-73.604933
0101000020E6100000A73E90BC736752C0BD0166BE83C74640,275,RD-TT,Réel,45.558708,-73.616439
0101000020E6100000D2AB014A436652C0CE1B278579C54640,276,RD-TT,Réel,45.542771,-73.597857
0101000020E610000040321D3A3D6352C0BC067DE9EDC14640,277,RD-TT,Réel,45.515073,-73.550612
0101000020E6100000B1868BDCD36552C01D3C139A24C24640,278,RD-TT,Réel,45.516742,-73.591056
0101000020E610000032C687D9CB6452C0F90FE9B7AFC14640,279,RD-TT,Enlevé,45.513175,-73.574942
0101000020E6100000BC7A15191D6152C091813CBB7CCD4640,280,RD-TT,Archive,45.605369,-73.517401
0101000020E6100000A12E52280B6452C0562C7E5358BF4640,281,RD-TT,Réel,45.494883,-73.563181
0101000020E6100000CC7F48BF7D6852C021B0726891C34640,282,RD-TT,Enlevé,45.527875,-73.632675
0101000020E610000082380F27306252C0527E52EDD3C74640,283,RD-TT,Réel,45.561155,-73.534189
0101000020E61000001E882CD2C46452C0B62C5F97E1C54640,284,RD-TT,Enlevé,45.545947,-73.574513
0101000020E61000000F09DFFB1B6B52C0857B65DEAAC34640,285,RD-TT,Réel,45.528652,-73.673583
0101000020E610000034643C4A256252C03719558671C74640,286,RD-TT,Réel,45.558152,-73.533526
0101000020E6100000139A2496946752C09B3924B550C64640,287,RD-TT,Réel,45.549338,-73.618444
0101000020E61000006A6803B0016E52C0DCF5D21401C44640,288,RD-TT,Réel,45.531283,-73.718853
0101000020E61000005952EE3EC76852C081B2295778C54640,289,RD-TT,Réel,45.542735,-73.637161
0101000020E61000006FA0C03BF96E52C0395E81E849C34640,290,RD-TT,Réel,45.525693,-73.733962
0101000020E6100000060FD3BEB96752C0B2F4A10BEAC54640,291,RD-TT,Réel,45.546205,-73.620712
0101000020E6100000299485AFAF6752C09301A08A1BC94640,292,RD-TT,Réel,45.571153,-73.620098
0101000020E6100000FCFF3861C26552C08BE255D636BB4640,293,RD-TT,Réel,45.462611,-73.589989
0101000020E61000004AB89047706752C0F9DB9E20B1BB4640,294,RD-TT,Réel,45.466343,-73.616228
0101000020E6100000800C1D3BA86352C006F357C85CC34640,295,RD-TT,Réel,45.526269,-73.557143
0101000020E610000043A9BD88B66652C0310917F208BC4640,296,RD-TT,Réel,45.469023,-73.604891
0101000020E6100000020CCB9F6F6752C04835ECF7C4C64640,297,RD-TT,Réel,45.552886,-73.616188
0101000020E610000072C0AE264F6752C0CF86FC3383C44640,298,RD-TT,Réel,45.535254,-73.614206
0101000020E610000036CCD078226552C07CB4386398D14640,299,RD-TT,Réel,45.637463,-73.580229
0101000020E6100000C3BB5CC4776852C05E4A5D328EC34640,300,RD-TT,Réel,45.527777,-73.63231
0101000020E6100000469737876B6352C0354580D3BBC64640,301,RD-TT,Réel,45.552607,-73.553438
0101000020E6100000CDB1BCAB1E6052C0069D103AE8D44640,302,RD-TT,Réel,45.663337,-73.501872
0101000020E6100000EA40D653AB6C52C0620FED6305C54640,303,RD-TT,Réel,45.539227,-73.697957
0101000020E61000001F115322896752C09F20B1DD3DC64640,304,RD-TT,Réel,45.548763,-73.617745
0101000020E61000006F0F4240BE6452C0C7B8E2E2A8C24640,305,RD-TT,Réel,45.520779,-73.574112
0101000020E6100000404CC2853C6952C07D5A457F68C44640,306,RD-TT,Réel,45.534439,-73.644319
0101000020E61000000C3ECDC98B6352C08CBAD6DEA7C04640,307,RD-TT,Réel,45.505123,-73.555407
0101000020E6100000D9CEF753E36852C05ED72FD80DC54640,308,RD-TT,Réel,45.539485,-73.638875
0101000020E61000000A83328D266652C00E130D52F0BA4640,309,RD-TT,Réel,45.460459,-73.596103
0101000020E61000000D1AFA27B86452C0736891ED7CC54640,310,RD-TT,Réel,45.542875,-73.57374
0101000020E61000007D23BA675D6152C0D21DC4CE14CC4640,311,RD-TT,Réel,45.594385,-73.521326
0101000020E6100000E256410C746552C02FFB75A73BBB4640,312,RD-TT,Réel,45.462758,-73.585208
0101000020E61000000D1AFA27B86352C090F5D4EAABC14640,313,RD-TT,Réel,45.513059,-73.558115
0101000020E61000001F2FA4C3436352C0240C03965CC54640,314,RD-TT,Réel,45.541888,-73.551011
0101000020E61000000F9BC8CC056552C093FFC9DFBDBD4640,315,RD-TT,Réel,45.482357,-73.578479
0101000020E6100000228E75711B6252C08CF50D4C6EC64640,316,RD-TT,Réel,45.550241,-73.532925
0101000020E6100000CF6A813D266252C0680586AC6EC74640,317,RD-TT,Réel,45.558065,-73.533584
0101000020E610000016359886E16852C0535DC0CB0CC54640,318,RD-TT,En conception,45.539453,-73.638765
0101000020E6100000378C82E0F16452C0724EECA17DC44640,319,RD-TT,Réel,45.535084,-73.577263
0101000020E61000004AD40B3ECD6752C0626534F279C54640,320,RD-TT,Réel,45.542784,-73.621902
0101000020E6100000E84D452A8C6652C0EFE4D3635BBA4640,321,RD-TT,Réel,45.455914,-73.602305
0101000020E6100000D732198EE76352C06E4C4F58E2BD4640,322,RD-TT,Enlevé,45.48347,-73.561008
0101000020E6100000C4D155BABB6352C0562DE92807BD4640,323,RD-TT,Réel,45.476781,-73.558333
0101000020E6100000C2C3B46FEE6252C0FFE7305F5EC64640,324,RD-TT,Réel,45.549755,-73.545803
0101000020E610000066C0594A966052C07841446ADAD54640,325,RD-TT,Réel,45.670728,-73.509173
0101000020E61000008D7A8846776352C070287CB60EC04640,326,RD-TT,Archive,45.500449,-73.554155
0101000020E610000042EBE1CB446652C0D80B056C07BB4640,327,RD-TT,Enlevé,45.461164,-73.597949
0101000020E6100000C1C8CB9A586852C0310BED9C66C54640,328,RD-TT,Réel,45.542194,-73.630408
0101000020E6100000D7DB662AC46752C0A4C16D6DE1C34640,329,RD-TT,Réel,45.530317,-73.621348
0101000020E6100000B151D66F266552C0AFD172A087C64640,330,RD-TT,Enlevé,45.551014,-73.580471
0101000020E610000065A54929E86152C03B394371C7CD4640,331,RD-TT,Réel,45.607649,-73.529795
0101000020E6100000889FFF1EBC6252C031CF4A5AF1C94640,332,RD-TT,Réel,45.577678,-73.542732
0101000020E6100000E9D66B7A506B52C0D906EE409DC44640,333,RD-TT,Réel,45.536049,-73.676787
0101000020E6100000B5A9BA47366552C0EED11BEE23C14640,334,RD-TT,Réel,45.508909,-73.581438
0101000020E610000019CA8976156752C0C1745AB741C74640,335,RD-TT,Réel,45.556693,-73.610685
0101000020E6100000079ACFB9DB6352C036ACA92C0AC54640,336,RD-TT,Réel,45.539373,-73.560286
0101000020E6100000D732198EE76352C06E4C4F58E2BD4640,337,RD-TT,Réel,45.48347,-73.561008
0101000020E61000001844A4A65D6952C0840D4FAF94BF4640,338,RD-TT,Réel,45.496725,-73.646341
0101000020E610000024F0879FFF6652C03753211E89C54640,339,RD-TT,Enlevé,45.543247,-73.609352
0101000020E6100000077C7E18216952C0207D93A641BF4640,340,RD-TT,Réel,45.494191,-73.642645
0101000020E6100000D06394675E6252C025581CCEFCC84640,341,RD-TT,Enlevé,45.570215,-73.537012
0101000020E6100000C40B2252D36252C06C7A50508AC64640,342,RD-TT,Réel,45.551096,-73.544148
0101000020E6100000F56569A7E66252C048DC63E943C54640,343,RD-TT,En conception,45.541135,-73.545328
0101000020E6100000D712F241CF6352C0930035B56CBD4640,344,RD-TT,Réel,45.47988,-73.559525
0101000020E610000011C5E40D306452C0471E882CD2C24640,345,RD-TT,Réel,45.522039,-73.565433
0101000020E6100000728BF9B9A16552C0DDB243FCC3C24640,346,RD-TT,Réel,45.521606,-73.587996
0101000020E61000001FD61BB5C26252C05E6919A9F7C44640,347,RD-TT,Réel,45.538808,-73.543134
0101000020E6100000217365506D6552C041834D9D47BB4640,348,RD-TT,Réel,45.463123,-73.584797
0101000020E6100000761893FE5E5F52C08B54185B08D24640,349,RD-TT,Réel,45.64088,-73.490173
0101000020E6100000A88AA9F4136452C037FFAF3A72C04640,350,RD-TT,Réel,45.503486,-73.563718
0101000020E610000000378B170B6452C0C3B7B06EBCBD4640,351,RD-TT,Réel,45.482313,-73.563177
0101000020E6100000766EDA8CD36852C001DD9733DBC54640,352,RD-TT,Réel,45.545752,-73.637912
0101000020E610000062D7F6764B6652C0815D4D9EB2D04640,353,RD-TT,Réel,45.630451,-73.598356
0101000020E6100000F5F75278D06352C01A170E8464C14640,354,RD-TT,Réel,45.51088,-73.559599
0101000020E6100000849B8C2AC36852C0DD787764ACBE4640,355,RD-TT,Archive,45.489636,-73.636912
0101000020E61000004AEF1B5F7B6452C098DA520779C54640,356,RD-TT,Réel,45.542756,-73.57003
0101000020E6100000AC014A438D6652C05646239F57C44640,357,RD-TT,Réel,45.533924,-73.602372
0101000020E6100000ED7E15E0BB6352C07444BE4BA9C54640,358,RD-TT,Enlevé,45.544229,-73.558342
0101000020E6100000199293895B6552C01F4B1FBAA0C44640,359,RD-TT,Réel,45.536155,-73.583712
0101000020E6100000914259F8FA6252C0611BF16437C94640,360,RD-TT,Réel,45.572003,-73.546568
0101000020E61000000CCC0A45BA6252C0F6D03E56F0C94640,361,RD-TT,Réel,45.577647,-73.542619
0101000020E61000005857056A316852C090A0F831E6C84640,362,RD-TT,Réel,45.569525,-73.628016
0101000020E61000008065A549296452C0261DE56036BD4640,363,RD-TT,Réel,45.478222,-73.56502
0101000020E61000006440F67AF76652C029ECA2E881C54640,364,RD-TT,Réel,45.543027,-73.608855
0101000020E61000000ADAE4F0496952C00A664CC11AC94640,365,RD-TT,Réel,45.571129,-73.645138
0101000020E61000007044F7AC6B6352C0E7E099D024C34640,366,RD-TT,Réel,45.524561,-73.553447
0101000020E610000059BE2EC37F6152C0E6CC76853ECC4640,367,RD-TT,Réel,45.595658,-73.523423
0101000020E61000003E0801F9126252C0C47B0E2C47CE4640,368,RD-TT,Réel,45.611547,-73.532408
0101000020E610000081E9B46E836552C027309DD66DC64640,369,RD-TT,Réel,45.550227,-73.586147
0101000020E61000006ABE4A3E766352C06F9EEA909BBD4640,370,RD-TT,Réel,45.48131,-73.554092
0101000020E6100000A35C1ABFF06852C086376BF0BEC44640,371,RD-TT,Réel,45.537077,-73.639694
0101000020E61000009D2B4A09C16352C062BEBC00FBD44640,372,RD-TT,Réel,45.66391,-73.558657
0101000020E6100000EE08A7052F6752C067D65240DABB4640,373,RD-TT,Réel,45.467598,-73.612245
0101000020E61000008B87F71C586552C0D097DEFE5CC84640,374,RD-TT,Réel,45.565338,-73.583503
0101000020E61000007077D66EBB6352C062D9CC21A9C54640,375,RD-TT,Enlevé,45.544224,-73.558315
0101000020E6100000219221C7D66452C00F60915F3FBE4640,376,RD-TT,Réel,45.486309,-73.575609
0101000020E6100000C5CA68E4F36452C01BF1643733C84640,377,RD-TT,Réel,45.564063,-73.577386
0101000020E6100000A30227DBC06352C0CD74AF93FAD44640,378,RD-TT,Réel,45.663897,-73.558646
0101000020E6100000A8565F5D156252C00473F4F8BDC74640,379,RD-TT,Réel,45.560485,-73.532554
0101000020E6100000EE43DE72F56452C055BE672442D34640,380,RD-TT,Réel,45.650456,-73.577481
0101000020E6100000C79E3D97A96252C0BCCADAA678C64640,381,RD-TT,Archive,45.550557,-73.541601
0101000020E610000060915F3FC46452C03F8BA548BEC64640,382,RD-TT,Réel,45.552682,-73.574478
0101000020E6100000616D8C9DF06852C0E947C32973C54640,383,RD-TT,Réel,45.542577,-73.639686
0101000020E61000006E8B321B645F52C0A9674128EFD14640,384,RD-TT,Archive,45.640111,-73.490485
0101000020E6100000043DD4B6616752C05AF0A2AF20C54640,385,RD-TT,Réel,45.54006,-73.615339
0101000020E61000001F1329CDE66452C05FED28CE51BD4640,386,RD-TT,Enlevé,45.479059,-73.576587
0101000020E6100000FC34EECD6F6552C031B77BB94FD04640,387,RD-TT,Réel,45.627433,-73.584949
0101000020E6100000B48F15FC366352C0A25F5B3FFDC14640,388,RD-TT,Réel,45.515541,-73.550231
0101000020E6100000137F1475E66552C07A8F334DD8C44640,389,RD-TT,Enlevé,45.537851,-73.592191
0101000020E6100000B0E8D66B7A6252C07FDC7EF964C74640,390,RD-TT,Réel,45.557769,-73.538722
0101000020E6100000A52E19C7486152C0A52F849CF7CD4640,391,RD-TT,Réel,45.609119,-73.520067
0101000020E61000000F63D2DF4B6652C0C5573B8A73C44640,392,RD-TT,Réel,45.534776,-73.598381
0101000020E6100000CDACA580B46252C076525F9676C64640,393,RD-TT,Réel,45.550494,-73.542267
0101000020E610000033FAD170CA6352C0857CD0B359BD4640,394,RD-TT,Réel,45.4793,-73.559231
0101000020E610000053CF8250DE6452C076AA7CCF48BE4640,395,RD-TT,Réel,45.486597,-73.576069
0101000020E6100000BBD1C77C406252C06153E751F1C54640,396,RD-TT,Réel,45.546427,-73.535186
0101000020E61000005C74B2D47A6252C061C3D32B65C74640,397,RD-TT,Réel,45.557775,-73.538747
0101000020E61000009EB12FD9786252C0F20C1AFA27CC4640,398,RD-TT,Réel,45.59497,-73.538626
0101000020E61000006BD8EF89756752C0CBF8F71917C44640,399,RD-TT,Réel,45.531955,-73.616549
0101000020E6100000A94D9CDCEF6652C0527E52EDD3C94640,400,RD-TT,Réel,45.57678,-73.60839
0101000020E61000009087BEBB956052C0E84CDA54DDD54640,401,RD-TT,Réel,45.670817,-73.509139
0101000020E6100000473CD9CD8C6652C094313ECC5EBA4640,402,RD-TT,Réel,45.456018,-73.602344
0101000020E610000047567E198C6552C0A20C553195C24640,403,RD-TT,Archive,45.520178,-73.586676
0101000020E6100000D00A0C59DD6852C051D845D103C54640,404,RD-TT,Réel,45.539179,-73.63851
0101000020E61000002FA3586E696252C0A6F0A0D975C74640,405,RD-TT,Réel,45.558284,-73.537685
0101000020E6100000D6390664AF6752C09DBB5D2F4DC54640,406,RD-TT,Réel,45.541418,-73.62008
0101000020E6100000D046AE9B526652C0D9D138D4EFC64640,407,RD-TT,En conception,45.554194,-73.598792
0101000020E610000043723271AB6352C02FA3586E69C14640,408,RD-TT,Réel,45.51103,-73.557339
0101000020E61000006B11514CDE6752C0425F7AFB73C34640,409,RD-TT,Enlevé,45.526977,-73.622943
0101000020E61000006C956071386052C0931D1B8178D54640,410,RD-TT,Réel,45.66774,-73.503445
0101000020E6100000E197FA79536452C03563D17476C44640,411,RD-TT,Réel,45.534865,-73.567595
0101000020E61000003813D385586552C05376FA415DC84640,412,RD-TT,Réel,45.565346,-73.583528
0101000020E6100000850838842A6852C0EEB089CC5CBC4640,413,RD-TT,Réel,45.471582,-73.627595
0101000020E6100000FB78E8BB5B6252C0F7949C137BC64640,414,RD-TT,Réel,45.550631,-73.536849
0101000020E6100000EFAEB321FF6152C0DA91EA3BBFC64640,415,RD-TT,Réel,45.552711,-73.531197
0101000020E6100000D6E6FF55476152C0D314014EEFCC4640,416,RD-TT,Réel,45.601053,-73.519979
0101000020E61000008DD5E6FF556552C02D78D15790C24640,417,RD-TT,Enlevé,45.52003,-73.583374
0101000020E6100000268DD13AAA6C52C0A532C51C04C54640,418,RD-TT,Réel,45.539188,-73.69789
0101000020E6100000F1643733FA6552C00A65E1EB6BC54640,419,RD-TT,Réel,45.542356,-73.593396
0101000020E61000001E6D1CB1166452C08E3F51D9B0BE4640,420,RD-TT,Enlevé,45.489772,-73.563885
0101000020E6100000B6847CD0B36452C0BE2D58AA0BBE4640,421,RD-TT,Réel,45.484731,-73.573475
0101000020E61000000CCA349A5C6852C046B41D5377BB4640,422,RD-TT,Réel,45.464579,-73.630652
0101000020E6100000A33F34F3E46252C04FCDE50643C54640,423,RD-TT,En conception,45.541108,-73.545224
0101000020E610000086E464E2566652C0514CDE0033C34640,424,RD-TT,Réel,45.524994,-73.599053
0101000020E610000034492C29776252C0E6AF90B932CC4640,425,RD-TT,Réel,45.595298,-73.538523
0101000020E6100000CF86FC33836352C059350873BBC14640,426,RD-TT,Réel,45.513533,-73.554883
0101000020E6100000236B0DA5F66752C04910AE8042BF4640,427,RD-TT,Enlevé,45.494217,-73.624429
0101000020E61000003FAA61BF276A52C04B92E7FA3EC04640,428,RD-TT,Réel,45.501922,-73.658676
0101000020E6100000DE04DF347D6552C04E9D47C5FFC54640,429,RD-TT,Réel,45.546868,-73.585767
0101000020E6100000067FBF982D6552C0A12E52280BC74640,430,RD-TT,Réel,45.555028,-73.580908
0101000020E61000003BC61517476552C0F888981249C64640,431,RD-TT,En conception,45.549105,-73.582464
0101000020E6100000AA2B9FE5796452C018E945ED7EC54640,432,RD-TT,Réel,45.542936,-73.56994
0101000020E610000062D7F6764B6752C05E9D6340F6C24640,433,RD-TT,Enlevé,45.52314,-73.613981
0101000020E610000046459C4EB26752C01A16A3AEB5C34640,434,RD-TT,Réel,45.528982,-73.620258
0101000020E6100000CB811E6ADB6452C01BBCAFCA85C64640,435,RD-TT,Réel,45.550958,-73.575892
0101000020E610000028B7ED7BD46552C0118E59F624C24640,436,RD-TT,Réel,45.516753,-73.591094
0101000020E610000060394206F26752C0CE8AA8893EBF4640,437,RD-TT,Réel,45.494096,-73.624147
0101000020E610000015E46723D76352C0BB26A43506C54640,438,RD-TT,Réel,45.539252,-73.560006
0101000020E610000078EDD286C36652C0272EC72B10C54640,439,RD-TT,Réel,45.539556,-73.605684
0101000020E61000000917F2086E6252C0B7D100DE02C74640,440,RD-TT,Réel,45.554775,-73.537966
0101000020E61000001D058882196252C00BD28C45D3CD4640,441,RD-TT,Enlevé,45.60801,-73.532807
0101000020E61000005F9B8D95986852C06B0DA5F622C44640,442,RD-TT,Réel,45.532317,-73.634313
0101000020E6100000FFCEF6E80D6552C0D31742CEFBBF4640,443,RD-TT,Réel,45.499872,-73.578974
0101000020E61000008BE255D6366252C0F56569A7E6C84640,444,RD-TT,Réel,45.569539,-73.534597
0101000020E6100000CDCD37A27B6252C0261AA4E029CC4640,445,RD-TT,Réel,45.595028,-73.538796
0101000020E6100000D619DF17976852C00533A6608DBF4640,446,RD-TT,Réel,45.496502,-73.634222
0101000020E6100000B54E5C8E576452C05C548B8862C24640,447,RD-TT,Réel,45.518632,-73.567844
0101000020E61000008FC6A17E176452C0FCE25295B6BC4640,448,RD-TT,En conception,45.474322,-73.563934
0101000020E61000000F09DFFB1B6352C0020CCB9F6FC34640,449,RD-TT,Réel,45.526844,-73.548583
0101000020E6100000FF03AC55BB6352C09C6D6E4C4FC64640,450,RD-TT,Réel,45.549295,-73.558309
0101000020E6100000A8FE4124436352C06893C3279DC24640,451,RD-TT,Réel,45.520421,-73.550973
0101000020E610000036AE7FD7676052C05DFE43FAEDD14640,452,RD-TT,Enlevé,45.640075,-73.506338
0101000020E6100000D0D556EC2F6452C09A232BBF0CC04640,453,RD-TT,Réel,45.500389,-73.565425
0101000020E61000002BA226FA7C6352C007EFAB72A1C44640,454,RD-TT,Réel,45.536177,-73.554503
0101000020E610000030A182C30B6452C058A9A0A2EAC34640,455,RD-TT,Réel,45.530598,-73.563218
0101000020E6100000FCE07CEA586252C00377A04E79C64640,456,RD-TT,Réel,45.550577,-73.536677
0101000020E610000049F4328AE56552C00DA5F622DAC44640,457,RD-TT,Enlevé,45.537907,-73.592135
0101000020E6100000ED6305BF0D6B52C0F2EF332E1CC64640,458,RD-TT,Réel,45.547735,-73.672714
0101000020E6100000481B47ACC56952C086FF740305C04640,459,RD-TT,Réel,45.500153,-73.65269
0101000020E61000005DFA97A4326352C014234BE658C64640,460,RD-TT,Réel,45.549588,-73.549966
0101000020E61000003DB665C0596952C091F12895F0C44640,461,RD-TT,Enlevé,45.538592,-73.646103
0101000020E610000061FBC9181F6152C0596B28B517CD4640,462,RD-TT,Enlevé,45.602286,-73.517523
0101000020E610000000C79E3D976252C062BEBC00FBC44640,463,RD-TT,Réel,45.53891,-73.540481
0101000020E6100000D3BEB9BF7A6452C095F430B43AC94640,464,RD-TT,Réel,45.572104,-73.569992
0101000020E61000004B033FAA616952C0E77283A10EC54640,465,RD-TT,Réel,45.539509,-73.646586
0101000020E6100000244223D8B86752C043C9E4D4CEC64640,466,RD-TT,Réel,45.553187,-73.620657
0101000020E61000009CA56439096452C0EA25C632FDBC4640,467,RD-TT,Réel,45.476477,-73.563063
0101000020E610000074EACA67796452C0DFC0E44691BF4640,468,RD-TT,Enlevé,45.496621,-73.56991
0101000020E6100000BC5983F7556852C09147702365C54640,469,RD-TT,Réel,45.542149,-73.630247
0101000020E6100000D3F9F02C416652C006BB61DBA2C44640,470,RD-TT,Réel,45.53622,-73.597728
0101000020E61000009A999999996052C087A3AB7477CB4640,471,RD-TT,Réel,45.589583,-73.509375
0101000020E61000008A592F86726952C035EF384547C04640,472,RD-TT,Réel,45.502175,-73.647615
0101000020E61000006DA983BC1E6452C069520ABABDC24640,473,RD-TT,En conception,45.521415,-73.564376
0101000020E6100000B0AE0AD4626852C004AF963B33C14640,474,RD-TT,Réel,45.509376,-73.631032
0101000020E6100000A6B73F170D6452C01EFF058200C34640,475,RD-TT,Réel,45.523453,-73.563299
0101000020E610000047020D36756752C08318E8DA17C44640,476,RD-TT,Réel,45.531978,-73.616529
0101000020E61000006F8445459C6652C06666666666C44640,477,RD-TT,Réel,45.534375,-73.603288
0101000020E61000001399B9C0E56352C0C022BF7E88C34640,478,RD-TT,Réel,45.527603,-73.560898
0101000020E6100000CD5A0A48FB6652C0B9DFA128D0C34640,479,RD-TT,Réel,45.52979,-73.609087
0101000020E61000000DE198654F6452C092EBA694D7C04640,480,RD-TT,Réel,45.506579,-73.567346
0101000020E610000007B13385CE6852C08FFAEB1516C64640,481,RD-TT,Réel,45.547549,-73.637605
0101000020E6100000BDC5C37B0E6152C0B0FF3A376DCC4640,482,RD-TT,Réel,45.597083,-73.516509
0101000020E61000004A97FE25A96552C00BCF4BC5C6C24640,483,RD-TT,Réel,45.521691,-73.588449
0101000020E6100000FC8EE1B19F6252C0598AE42B81C64640,484,RD-TT,Archive,45.550817,-73.540997
0101000020E61000007EC4AF58C36752C0EB3A545392BF4640,485,RD-TT,Réel,45.496653,-73.621298
0101000020E6100000317DAF21386352C010AE80423DBD4640,486,RD-TT,Réel,45.478432,-73.550301
0101000020E61000006A8995D1C86452C0116E32AA0CC34640,487,RD-TT,Réel,45.523824,-73.574757
0101000020E61000007FA65EB7086752C0FE7C5BB054C54640,488,RD-TT,Réel,45.541647,-73.609907
0101000020E6100000B6A2CD716E6452C047E6913F18C64640,489,RD-TT,En conception,45.547615,-73.569241
0101000020E61000001920D1048A6852C045F30016F9BB4640,490,RD-TT,Réel,45.468539,-73.633424
0101000020E610000043E1B375706252C0D8648D7A88C64640,491,RD-TT,En conception,45.55104,-73.538114
0101000020E610000042B0AA5E7E6852C0261B0FB6D8BB4640,492,RD-TT,Réel,45.467551,-73.632713
0101000020E610000071E2AB1DC56452C0A45016BEBEC64640,493,RD-TT,Réel,45.552696,-73.574531
0101000020E6100000DACA4BFE276052C0EBE3A1EF6ED54640,494,RD-TT,Réel,45.667448,-73.502441
0101000020E61000006E5166834C6152C04FE8F527F1CD4640,495,RD-TT,Réel,45.608922,-73.520295
